               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10928,            0.032817,                   0,             0.36091,             0.25219,             0.20309,             0.06205,            0.069758,            0.033265,                   0,            0.070061,           0.0033266,           0.0033266
                   1,            0.079975,            0.035387,                   0,             0.36005,             0.21237,             0.17237,            0.039561,            0.071046,            0.031792,                   0,            0.039995,            0.006594,            0.006594
                   2,            0.071502,            0.033477,                   0,             0.59962,             0.31613,             0.30888,            0.085659,            0.069576,            0.031603,                   0,           0.0098631,           0.0097954,           0.0097954
                   3,            0.070788,            0.032662,                   0,             0.67649,             0.39433,             0.44262,             0.16167,            0.061108,            0.031421,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.066005,            0.031948,                   0,              0.6469,             0.37036,             0.40835,             0.18426,            0.061248,            0.040597,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.063896,            0.031173,                   0,              0.7972,             0.45863,             0.54498,             0.24192,             0.05406,            0.031544,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.061375,            0.030463,                   0,             0.68039,             0.38351,             0.41954,             0.14168,             0.06133,             0.03036,                   0,            0.009505,            0.009505,            0.009505
                   7,            0.059899,            0.030173,                   0,             0.51197,             0.25632,             0.24092,            0.063164,            0.072372,            0.029187,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.059607,            0.030082,                   0,             0.69085,             0.41526,             0.46212,             0.18523,            0.059397,            0.031022,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.058489,            0.029522,                   0,             0.78537,             0.45692,             0.54831,             0.22666,             0.05378,            0.029651,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.057357,            0.028734,                   0,             0.77565,              0.5366,             0.62375,             0.32383,            0.049362,            0.029754,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.056686,            0.028904,                   0,             0.80604,             0.50966,             0.60366,             0.31645,            0.048514,            0.029273,                   0,             0.00901,             0.00901,             0.00901
                  12,            0.056456,            0.028618,                   0,             0.79851,             0.48041,             0.57734,             0.23791,            0.052911,            0.030786,                   0,            0.008911,            0.008911,            0.008911
                  13,            0.055223,             0.02855,                   0,             0.73364,             0.41263,             0.46764,              0.1711,            0.058385,            0.029643,                   0,            0.008812,            0.008812,            0.008812
                  14,            0.055483,             0.02867,                   0,             0.71777,             0.42693,             0.48066,             0.16499,            0.058314,            0.029033,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.055059,            0.028277,                   0,             0.79455,             0.52706,             0.60837,             0.26504,            0.051006,             0.02935,                   0,            0.008614,            0.008614,            0.008614
                  16,             0.05291,            0.027356,                   0,             0.77788,             0.44588,             0.51605,             0.19163,            0.056745,            0.029996,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.053419,            0.027782,                   0,             0.83913,             0.48866,             0.59089,             0.26006,            0.051124,            0.029396,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.052991,             0.02729,                   0,             0.78504,             0.50245,             0.59138,             0.24754,             0.05049,            0.029439,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.053491,            0.027596,                   0,             0.84746,             0.53363,             0.64378,             0.31611,             0.04712,            0.028996,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.051772,             0.02746,                   0,             0.76851,             0.49407,             0.57976,             0.27677,            0.050612,            0.033034,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.052722,            0.027093,                   0,             0.75846,              0.4375,               0.495,             0.17734,            0.056969,            0.029485,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.051353,            0.026775,                   0,             0.68554,             0.38348,             0.41589,             0.12354,            0.062943,             0.02874,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.050634,            0.026724,                   0,             0.74289,              0.4607,             0.51629,             0.18341,            0.056201,            0.029561,                   0,            0.007822,            0.007822,            0.007822
                  24,             0.05095,            0.026504,                   0,              0.7762,             0.48505,              0.5661,             0.22303,            0.052958,            0.029907,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.050327,            0.026318,                   0,              0.7736,             0.45477,             0.52884,             0.18259,            0.054574,            0.030203,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.049681,            0.026438,                   0,             0.77999,             0.48441,             0.56373,             0.21819,            0.053222,            0.028801,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.049861,            0.026163,                   0,             0.78919,              0.4829,             0.56008,             0.20433,            0.054261,            0.029465,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.048699,            0.025969,                   0,             0.79127,             0.51263,             0.58354,             0.21269,            0.053384,            0.028935,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.049316,            0.025689,                   0,             0.83218,             0.53933,             0.63903,             0.31042,            0.047386,            0.030007,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.048382,            0.025463,                   0,             0.80868,             0.48441,             0.56438,             0.23828,            0.053036,            0.029988,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.047848,            0.025581,                   0,             0.81008,             0.53209,             0.62387,             0.26123,            0.050574,            0.028431,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.049168,            0.025763,                   0,             0.82598,             0.52281,             0.62269,             0.25797,            0.050163,            0.028813,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.047915,            0.025514,                   0,              0.7454,             0.43991,             0.49225,             0.17661,            0.056577,              0.0306,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.048749,            0.025887,                   0,             0.80481,             0.54162,             0.62766,             0.25737,            0.050335,            0.028966,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.047216,             0.02555,                   0,             0.83356,             0.53953,             0.63735,             0.26574,            0.049169,            0.029101,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.047921,            0.025464,                   0,             0.79074,             0.48793,             0.56908,             0.21018,            0.054143,            0.029925,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.047035,            0.025274,                   0,             0.75365,             0.44729,             0.51354,             0.17511,            0.055971,             0.02909,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.046488,               0.025,                   0,             0.74266,             0.45902,             0.52171,             0.17308,            0.055722,            0.029223,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.046859,              0.0248,                   0,             0.79381,             0.50058,             0.58525,             0.21249,            0.053059,            0.028938,                   0,            0.006238,            0.006238,            0.006238
                  40,             0.04597,            0.024575,                   0,             0.85054,             0.56765,              0.6726,             0.31274,            0.047173,            0.028448,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.047157,            0.024867,                   0,             0.82709,             0.53209,             0.61952,             0.24974,            0.051144,            0.029841,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.045589,            0.024708,                   0,             0.83655,             0.53157,             0.62854,             0.27356,            0.050031,            0.029488,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.045238,            0.024706,                   0,             0.77969,             0.46186,             0.53326,             0.17285,            0.057086,            0.029425,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.045847,             0.02485,                   0,             0.85739,             0.57178,             0.67249,             0.31306,            0.047594,            0.028745,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.045313,            0.024442,                   0,             0.84441,              0.5595,             0.64618,             0.27108,            0.049214,            0.028846,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.045159,            0.024535,                   0,              0.8134,             0.54994,             0.63051,             0.24944,            0.051079,             0.02864,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.046058,            0.024285,                   0,             0.84825,             0.55608,             0.65246,             0.28078,            0.048537,            0.028684,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.044975,            0.024233,                   0,               0.828,             0.53956,             0.63468,             0.25424,            0.050368,            0.028896,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.045458,            0.024179,                   0,             0.82794,             0.53505,             0.62326,             0.25347,            0.050477,            0.029451,                   0,            0.005248,            0.005248,            0.005248
                  50,             0.04508,            0.024258,                   0,             0.82751,             0.53982,             0.63204,             0.25415,            0.050323,            0.028862,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.044908,            0.024271,                   0,             0.80961,             0.54072,             0.62431,             0.24039,            0.051166,            0.028614,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.044382,            0.024151,                   0,             0.83069,             0.57346,             0.66615,             0.28733,            0.047319,            0.029157,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.044009,            0.023982,                   0,             0.80492,             0.52706,             0.60734,             0.22547,            0.051969,            0.029524,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.043497,            0.023629,                   0,             0.82267,               0.525,              0.6139,             0.23016,            0.052293,            0.029072,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.043946,            0.023691,                   0,             0.84959,             0.55954,             0.66204,               0.279,            0.048683,            0.028833,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.043723,            0.023742,                   0,             0.83832,             0.55058,             0.64069,             0.24861,            0.050114,            0.028747,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.042929,            0.023606,                   0,             0.85963,             0.56869,             0.66951,             0.28774,            0.048238,            0.028908,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.043085,            0.023549,                   0,             0.81434,             0.52719,             0.61029,             0.23104,            0.052452,             0.02931,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.043281,            0.023605,                   0,              0.8198,             0.54111,             0.62762,             0.24346,            0.051884,            0.029015,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.042264,            0.023239,                   0,             0.80208,             0.54103,             0.61977,              0.2367,            0.052609,            0.028973,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.042514,            0.023249,                   0,             0.82633,             0.52608,             0.61643,             0.23792,            0.052347,            0.029217,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.042491,            0.022972,                   0,             0.85049,             0.56418,             0.66201,              0.2809,            0.049262,            0.028739,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.042392,            0.023149,                   0,             0.83086,             0.53415,             0.62287,             0.24063,            0.051954,            0.028966,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.041995,            0.023031,                   0,             0.82968,             0.53389,             0.62036,             0.23704,            0.052231,            0.029127,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.041525,            0.022835,                   0,             0.81038,             0.52871,             0.60479,              0.2204,            0.053403,            0.029129,                   0,            0.003664,            0.003664,            0.003664
                  66,             0.04213,            0.022812,                   0,             0.84683,             0.57711,             0.66805,             0.28503,            0.048978,            0.028598,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.041673,             0.02279,                   0,             0.83087,             0.55064,             0.64035,             0.25802,            0.050688,            0.028992,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.041028,            0.022878,                   0,             0.82541,             0.56418,             0.64923,             0.26757,            0.049767,            0.029204,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.040521,            0.022582,                   0,             0.83301,              0.5518,             0.64057,             0.25261,             0.05105,            0.029297,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.041145,            0.022669,                   0,             0.83906,             0.55979,             0.65331,             0.26566,            0.050002,            0.029461,                   0,            0.003169,            0.003169,            0.003169
