               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10536,            0.033606,                   0,             0.43351,             0.33969,             0.30104,            0.099473,            0.062791,             0.03226,                   0,            0.070061,           0.0033266,           0.0033266
                   1,            0.073916,            0.034258,                   0,             0.36012,             0.28776,             0.22015,            0.054363,            0.063949,            0.030954,                   0,            0.039995,            0.006594,            0.006594
                   2,            0.065091,            0.031853,                   0,             0.27548,              0.1933,              0.1331,            0.029107,            0.069159,            0.030717,                   0,           0.0098631,           0.0097954,           0.0097954
                   3,            0.063646,             0.03083,                   0,             0.70106,             0.48235,             0.55822,             0.22178,            0.052307,            0.030578,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.058521,             0.02961,                   0,             0.71898,             0.51134,             0.58814,             0.23252,              0.0513,            0.029896,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.056297,            0.028642,                   0,             0.78897,             0.61092,             0.70053,             0.30435,            0.045151,            0.027753,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.054523,            0.027978,                   0,             0.76428,             0.60052,             0.68408,             0.30379,            0.046801,            0.027505,                   0,            0.009505,            0.009505,            0.009505
                   7,            0.052725,            0.027229,                   0,             0.63507,             0.45322,             0.49431,             0.16315,            0.053763,            0.029147,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.052733,            0.027512,                   0,              0.8244,             0.63144,             0.73956,             0.38605,             0.04179,            0.026959,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.052087,            0.027128,                   0,             0.76853,             0.60915,             0.70143,             0.28298,            0.046583,            0.026871,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.050627,            0.026174,                   0,             0.70915,             0.56117,             0.62991,             0.22691,            0.049086,            0.028417,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.048754,            0.025669,                   0,             0.78387,             0.63235,             0.71905,             0.32237,            0.043865,            0.027035,                   0,             0.00901,             0.00901,             0.00901
                  12,            0.048946,            0.025491,                   0,             0.83188,             0.64485,             0.75709,             0.34375,            0.043246,            0.026403,                   0,            0.008911,            0.008911,            0.008911
                  13,            0.047495,             0.02531,                   0,             0.82239,             0.61894,             0.72847,             0.34955,            0.042165,            0.027495,                   0,            0.008812,            0.008812,            0.008812
