               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10609,            0.033102,                   0,             0.49435,             0.35992,             0.34702,             0.11576,              0.0618,            0.031769,                   0,            0.070061,           0.0033266,           0.0033266
                   1,            0.073299,            0.033661,                   0,             0.45658,             0.35631,             0.31705,            0.099829,            0.059637,            0.034009,                   0,            0.039995,            0.006594,            0.006594
                   2,            0.064289,            0.031029,                   0,             0.65388,             0.46743,             0.51058,             0.17711,            0.053799,             0.03103,                   0,           0.0098631,           0.0097954,           0.0097954
                   3,            0.062749,            0.029921,                   0,              0.7188,             0.51327,             0.58886,             0.22249,            0.051725,            0.028611,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.057432,            0.028668,                   0,              0.7027,             0.53531,              0.6014,             0.21417,            0.051175,            0.028547,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.055717,            0.028244,                   0,             0.67947,              0.4715,             0.53171,             0.18386,            0.053365,            0.030101,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.053456,            0.027237,                   0,             0.75712,             0.58409,             0.66772,             0.27165,            0.048244,             0.02688,                   0,            0.009505,            0.009505,            0.009505
                   7,            0.051419,            0.026359,                   0,             0.79413,              0.5965,             0.70073,             0.29393,             0.04573,            0.026714,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.050843,            0.026334,                   0,             0.82924,             0.62281,             0.73432,             0.35195,            0.043588,             0.02662,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.050388,            0.026185,                   0,             0.76793,             0.62982,             0.71695,             0.30465,             0.04485,            0.026532,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.049574,            0.025374,                   0,             0.83392,             0.62281,             0.74781,             0.34808,            0.043099,             0.02618,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.048298,            0.025242,                   0,             0.79508,             0.58848,             0.67437,             0.27324,            0.048413,            0.026271,                   0,             0.00901,             0.00901,             0.00901
                  12,             0.04803,            0.024848,                   0,             0.76132,             0.59317,             0.66635,             0.24058,            0.049784,            0.026218,                   0,            0.008911,            0.008911,            0.008911
                  13,            0.046784,            0.024636,                   0,             0.79811,             0.61405,             0.71177,             0.30104,            0.044455,            0.027159,                   0,            0.008812,            0.008812,            0.008812
                  14,            0.046258,            0.024708,                   0,             0.81203,             0.61236,             0.71756,             0.28692,             0.04523,            0.026645,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.046282,            0.024285,                   0,             0.73548,             0.53724,             0.60199,             0.19552,            0.052156,            0.028263,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.044585,            0.023475,                   0,              0.8705,             0.68814,             0.80866,             0.43918,            0.038231,            0.025096,                   0,            0.008515,            0.008515,            0.008515
