               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10609,            0.033063,                   0,             0.44081,             0.32603,             0.30039,             0.10447,             0.06287,            0.032539,                   0,            0.070061,           0.0033266,           0.0033266
                   1,            0.074178,            0.034648,                   0,               0.499,             0.36572,             0.36181,             0.10823,            0.060231,            0.030181,                   0,            0.039995,            0.006594,            0.006594
                   2,            0.065352,            0.031955,                   0,             0.49023,             0.35802,             0.33744,            0.078797,            0.061526,            0.031607,                   0,           0.0098631,           0.0097954,           0.0097954
                   3,            0.064539,            0.031214,                   0,             0.74101,             0.52745,             0.60942,             0.26514,            0.051392,            0.030755,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.059832,            0.030038,                   0,             0.75373,             0.50248,             0.59295,             0.23215,            0.051728,            0.029874,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.057537,            0.028987,                   0,             0.78961,             0.57384,             0.66628,             0.28066,            0.047514,            0.028823,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.054917,             0.02829,                   0,             0.77962,             0.59111,             0.67992,             0.28847,            0.047624,            0.027433,                   0,            0.009505,            0.009505,            0.009505
                   7,             0.05354,            0.027705,                   0,             0.81794,             0.59601,             0.70997,             0.33631,            0.045634,            0.027542,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.053241,            0.027596,                   0,             0.83283,             0.61508,             0.71888,             0.36537,             0.04336,            0.028044,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.052229,            0.027165,                   0,              0.7671,             0.58003,             0.66516,             0.25251,            0.048003,            0.027554,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.051306,            0.026141,                   0,             0.78029,             0.58286,             0.68871,             0.29311,            0.046834,            0.028285,                   0,            0.009109,            0.009109,            0.009109
                  11,             0.05019,            0.026136,                   0,             0.83591,             0.62113,              0.7382,              0.3727,             0.04212,            0.026805,                   0,             0.00901,             0.00901,             0.00901
                  12,            0.049979,            0.025923,                   0,             0.81729,             0.61736,             0.71416,             0.29138,            0.047307,            0.026786,                   0,            0.008911,            0.008911,            0.008911
                  13,            0.048331,            0.025686,                   0,             0.78691,             0.62423,             0.71445,             0.31746,            0.043748,             0.02794,                   0,            0.008812,            0.008812,            0.008812
                  14,            0.048172,            0.025618,                   0,             0.82755,             0.62719,             0.73566,             0.33822,            0.044513,            0.026974,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.048201,            0.025354,                   0,             0.77999,             0.60673,             0.70734,             0.27987,            0.045999,            0.028081,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.047119,            0.024651,                   0,             0.83233,             0.64253,             0.75762,             0.34862,            0.042338,            0.026601,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.046916,             0.02513,                   0,              0.8217,             0.63041,             0.73988,             0.34402,            0.043153,            0.026766,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.046889,            0.024572,                   0,             0.84821,             0.63944,             0.75396,              0.3496,            0.041475,            0.027354,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.046967,            0.024685,                   0,              0.7965,             0.62758,             0.72452,             0.31719,             0.04371,            0.027363,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.045326,            0.024547,                   0,             0.84662,             0.66292,             0.77594,             0.36198,            0.041273,            0.025901,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.046256,            0.024348,                   0,             0.83966,             0.63789,             0.75495,             0.39148,            0.040315,            0.026628,                   0,             0.00802,             0.00802,             0.00802
                  22,             0.04476,            0.023863,                   0,             0.80566,             0.62307,              0.7125,             0.25632,            0.046264,            0.026781,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.044085,            0.023695,                   0,             0.84562,             0.65838,             0.76784,             0.35846,            0.041286,            0.026229,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.044388,            0.023592,                   0,             0.79337,             0.62839,             0.71463,             0.26144,            0.046797,            0.026785,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.044151,            0.023664,                   0,             0.84164,             0.68762,             0.79414,             0.38951,            0.040676,             0.02519,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.043377,             0.02349,                   0,             0.83727,             0.67564,             0.78219,              0.3707,            0.040646,            0.026148,                   0,            0.007525,            0.007525,            0.007525
                  27,              0.0432,             0.02326,                   0,             0.83554,              0.6607,             0.76669,             0.34093,            0.041992,            0.026882,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.042941,            0.023213,                   0,             0.84215,             0.62281,             0.73629,             0.28528,            0.044595,            0.027521,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.042403,            0.022784,                   0,              0.8492,              0.6759,             0.78835,             0.39049,              0.0403,            0.026085,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.042839,            0.022722,                   0,             0.84876,             0.68051,              0.7933,             0.37607,            0.040615,            0.025524,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.041451,            0.022634,                   0,             0.84507,              0.6433,             0.75222,             0.32095,            0.044431,            0.028088,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.043191,            0.023177,                   0,              0.8638,             0.69389,             0.80368,             0.39635,            0.039866,            0.025262,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.041601,            0.022548,                   0,             0.87375,              0.6817,              0.8032,              0.4005,            0.038342,            0.025703,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.042088,            0.022791,                   0,             0.86127,             0.65709,             0.77591,             0.34267,            0.041867,            0.026268,                   0,            0.006733,            0.006733,            0.006733
                  35,             0.04143,            0.022444,                   0,             0.85354,             0.69244,             0.80148,             0.39352,            0.038554,            0.025561,                   0,            0.006634,            0.006634,            0.006634
